brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,harddisk_gb,cpu_weight,normalized_price,normalized_rating,normalized_ram,normalized_harddisk,vfm_score,normalized_vfm_score
asus,Vivobook 16X,16 Inches,Indie Black,1 TB,Intel Core i9,32.0,Windows 11 Home,"Fingerprint Reader, HD Audio, Spill resistant, High Definition Audio, Anti Glare Coating","Integrated, Dedicated",,1.1 GHz,3.5,1699.99,1024.0,0.9,0.49129260895599186,0.625,0.4626865671641791,0.46863468634686345,0.767073994593667,0.6630252396541321
asus,VivoBook Pro 16,16 Inches,Quiet Blue,1 TB,Intel Core i9,16.0,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4060,1.1 GHz,4.0,1484.99,1024.0,0.9,0.4269637959684534,0.75,0.22388059701492538,0.46863468634686345,0.769678563161324,0.6661499462942302
dell,Latitude 5000,14 Inches,Black,512 GB,Intel Core i5,16.0,Windows 11 Pro,"Anti-glare Screen, Water Resistant",Iris Xe Graphics,,1.1 GHz,4.8,1666.4,512.0,0.5,0.48124235394086906,0.95,0.22388059701492538,0.23247232472324722,0.6433984973232983,0.5146514735198859
asus,FX707ZC-ES53,17.3 Inches,Mecha Gray,1000 GB,Intel Core i5,16.0,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3050,4.5 GHz,3.5,873.0,1000.0,0.5,0.24385407382778504,0.625,0.22388059701492538,0.4575645756457564,0.6271399909842915,0.4951461076998292
hp,HP 15,15.6 Inches,Silver,256 GB,Intel Core i5,12.0,Windows 11 S,"Touchscreen Laptop, Windows Laptop, i5 Laptop",Integrated,,1.1 GHz,4.4,503.58,256.0,0.5,0.13332221292612695,0.8500000000000001,0.16417910447761194,0.1143911439114391,0.6533300498970129,0.5265663789898101
microsoft,Surface Laptop Go 2,12.45 Inches,Platinum,256 GB,Intel Core i5,8.0,Windows 11 Home,Fingerprint Reader,Integrated,,1.1 GHz,4.4,529.0,256.0,0.5,0.14092797304772336,0.8500000000000001,0.1044776119402985,0.1143911439114391,0.6398685993652309,0.5104166471745906
hp,Unknown,14 Inches,Rose Gold,64 GB,Celeron,8.0,Windows 11,Anti Glare Coating,Integrated,Intel HD Graphics 600,1.1 GHz,4.1,299.0,64.0,0.2,0.07211110334012401,0.7749999999999999,0.1044776119402985,0.025830258302583026,0.5128478404654223,0.358029563304663
lenovo,"Lenovo 14"" Laptop",14 Inches,Blue,512 GB,Intel Core i7,16.0,Windows 11,"Backlit Keyboard,Fingerprint Reader",Integrated,,1.1 GHz,3.7,535.99,512.0,0.7,0.14301940747927172,0.675,0.22388059701492538,0.23247232472324722,0.6985430866156178,0.5808085585998906
lenovo,L14,14 Inches,Platinum Grey,128 GB,Pentium,4.0,Windows 11 S,,Integrated,Intel UHD Graphics 605,1.1 GHz,4.0,191.87,128.0,0.3,0.04005740224544957,0.75,0.04477611940298507,0.055350553505535055,0.5392463264573374,0.3896998850200463
msi,GF63 Thin,15.6 Inches,Black,256 GB,Unknown,8.0,Windows 10,Anti Glare Coating,Dedicated,,1.1 GHz,4.6,600.51,256.0,0.5,0.16232403545116003,0.8999999999999999,0.1044776119402985,0.1143911439114391,0.6505893868845435,0.5232783995448924
apple,MacBook Pro,16 Inches,Space Gray,1 TB,Others,32.0,Mac OS,Backlit Keyboard,Dedicated,,1.1 GHz,3.0,3059.0,1024.0,0.1,0.8979135398313163,0.5,0.4626865671641791,0.46863468634686345,0.36824980841860205,0.18455498617411747
samsung,NP964XFG-KC1US,16 Inches,Graphite,1000 GB,Intel Core i7,32.0,Windows 11 Pro,,Integrated,,2.2 GHz,4.0,1939.99,1000.0,0.7,0.5631015164769652,0.75,0.4626865671641791,0.4575645756457564,0.7185516964843063,0.6048129318739119
asus,ASUS Chromebook CX1,15.6 Inches,Silver,64 GB,Celeron,8.0,Chrome OS,,Integrated,,2.4 GHz,4.1,247.05,64.0,0.2,0.05656746689964667,0.7749999999999999,0.1044776119402985,0.025830258302583026,0.5159565677535178,0.3617591102707098
acer,CP513-1H-S338,13.3 Inches,Silver,64 GB,Snapdragon,8.0,Chrome OS,Backlit Kb,Integrated,,1.1 GHz,4.4,424.46,64.0,0.3,0.10964920974671276,0.8500000000000001,0.1044776119402985,0.025830258302583026,0.5628402191841047,0.4180055300257413
hp,HP ENVY,15 Inches,Black,1 TB,Ryzen 5,32.0,Windows 11,,Integrated,AMD Radeon Graphics,1.1 GHz,4.3,685.0,1024.0,0.6,0.18760376293635597,0.825,0.4626865671641791,0.46863468634686345,0.7828117637975941,0.6819058759877259
lg,16T90Q-K.AAG6U1,16 Inches,Green,512 GB,Intel Core i5,16.0,Windows 11 Home,Lightweight,Intel XE,,1.1 GHz,4.2,1284.93,512.0,0.5,0.3671050874740955,0.8,0.22388059701492538,0.23247232472324722,0.6212259506166531,0.48805102046118093
hp,Pavilion x360,14 Inches,Natural Silver,256 GB,Intel Core i5,8.0,Windows 10 Home,Backlit Keyboard,Integrated,,1.1 GHz,4.5,570.0,256.0,0.5,0.1531953280825563,0.875,0.1044776119402985,0.1143911439114391,0.6449151283582644,0.5164709791087905
hp,HP Laptop 17-cn0025nr,17.3 Inches,Natural silver,256 GB,Intel Core i5,8.0,Windows 11 Home,"Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,1.1 GHz,4.5,576.99,256.0,0.5,0.15528676251410464,0.875,0.1044776119402985,0.1143911439114391,0.6444968414719546,0.5159691594111453
lenovo,ThinkPad X1 Carbon Gen 11 Laptop PC,14 Inches,Touchscreen,1 TB,Intel Core i7,32.0,Windows 11 Pro,,Integrated,Intel Iris,1.1 GHz,5.0,1949.99,1024.0,0.7,0.5660935542903391,1.0,0.4626865671641791,0.46863468634686345,0.7946138055267975,0.6960648114121561
lg,16Z90RS-K.ADW8U1,16 Inches,Dynamic White,1 TB,Intel Core i7,32.0,Windows 11 Home,,Integrated,,5 GHz,4.3,1757.57,1024.0,0.7,0.5085207626853988,0.825,0.4626865671641791,0.46863468634686345,0.7536283638477856,0.6468944868708577
hp,"HP 17.3""",17.3 Inches,Black,1 TB,Intel Core i3,16.0,Windows 11,Anti-glare,Integrated,Intel UHD Graphics,1.1 GHz,4.2,557.0,1024.0,0.3,0.14930567892517024,0.8,0.22388059701492538,0.46863468634686345,0.6302101865699805,0.4988294280977376
msi,Vector GP77 13VG-096US,17.3 Inches,Cosmo Gray,1 TB,Intel Core i9,32.0,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 4070,1.1 GHz,5.0,1999.99,1024.0,0.9,0.5810537433572085,1.0,0.4626865671641791,0.46863468634686345,0.8616217677134237,0.7764544110502807
msi,Katana 17 B13VFK-835US,17.3 Inches,Black,1000 GB,Intel Core i7,32.0,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4060,2.4 GHz,5.0,1399.0,1000.0,0.7,0.4012352628112513,1.0,0.4626865671641791,0.4575645756457564,0.825924947217449,0.7336288569760792
lenovo,Thinkpad T480,14 Inches,Black,256 GB,Intel Core i5,16.0,Windows 10 Pro,Fingerprint Reader,Integrated,,1.1 GHz,4.1,219.0,256.0,0.5,0.04817480083313293,0.7749999999999999,0.22388059701492538,0.1143911439114391,0.6597998308230743,0.5343281893989056
asus,ProArt StudioBook 16,16 Inches,Mineral Black,32 GB,Intel Core i9,32.0,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4060,1.1 GHz,2.5,2199.0,32.0,0.9,0.6405982878811622,0.375,0.4626865671641791,0.01107011070110701,0.5935781724617694,0.45488192018971524
asus,Zenbook Pro 14 Duo,14.5 Inches,Tech Black,1 TB,Intel Core i9,32.0,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4050,1.1 GHz,4.1,2299.99,1024.0,0.9,0.670814877758425,0.7749999999999999,0.4626865671641791,0.46863468634686345,0.7761695408331802,0.6739371864858841
asus,VivoBook 16,16 Inches,Indie Black,512 GB,Ryzen 5,8.0,Windows 11 Home,Fingerprint Sensor,Integrated,,1.1 GHz,4.6,561.0,512.0,0.6,0.1505024940505198,0.8999999999999999,0.1044776119402985,0.23247232472324722,0.7056658722864428,0.5893537802377464
lenovo,"Lenovo 14"" Laptop",14 Inches,Gray,256 GB,Pentium,4.0,Windows 11,,Integrated,Intel,1.1 GHz,4.2,181.99,256.0,0.3,0.037101268885836175,0.8,0.04477611940298507,0.1143911439114391,0.5636936416901457,0.4190293828835812
msi,Vector GP68HX 13VH-098US,16 Inches,Cosmo Gray,1 TB,Intel Core i9,16.0,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4080,1.1 GHz,5.0,2091.05,1024.0,0.9,0.6082992396857911,1.0,0.22388059701492538,0.46863468634686345,0.8084114744178563,0.7126179051326067
asus,ASUS ZenBook Pro 16,16 Inches,Tech Black,2 TB,Intel Core i9,32.0,Windows 11 Pro,Fingerprint reader,RTX 3060,,1.1 GHz,4.2,2499.0,2048.0,0.9,0.7303594222823787,0.8,0.4626865671641791,0.940959409594096,0.8426093404154744,0.7536451601977583
hp,Chromebook 11a,11.6 Inches,Ash Gray,1000 GB,MediaTek MT8183,4.0,Chrome OS,Anti Glare Coating,Integrated,MediaTek,1.1 GHz,4.4,160.0,1000.0,0.2,0.030521777734227002,0.8500000000000001,0.04477611940298507,0.4575645756457564,0.5964855546806151,0.4583699130332682
asus,ASUS VivoBook Go 14,14 Inches,Quiet Blue,64 GB,Celeron,4.0,Windows 11 Home S,,Integrated,Intel UHD Graphics,1.1 GHz,4.1,231.85,64.0,0.2,0.05201956942331837,0.7749999999999999,0.04477611940298507,0.025830258302583026,0.5049258487413208,0.34852553240661316
hp,HP Pavilion,14 Inches,Gold,256 GB,Intel Core i5,8.0,Windows 11,Fingerprint Reader,Integrated,,1.1 GHz,4.5,514.99,256.0,0.5,0.13673612807118657,0.875,0.1044776119402985,0.1143911439114391,0.6482069683605383,0.520420206800845
asus,ASUS ZenBook Pro Duo 15,15.6 Inches,Celestial Blue,1 TB,Intel Core i9,32.0,Windows 10 Pro,Backlit Keyboard,RTX 3060,,1.1 GHz,4.6,2849.0,1024.0,0.9,0.8350807457504648,0.8999999999999999,0.4626865671641791,0.46863468634686345,0.7808163672347724,0.6795119943418737
hp,Unknown,15.6 Inches,Silver,1000 GB,Intel Core i3,32.0,Windows 11,,Integrated,Intel,3 GHz,4.7,579.99,1000.0,0.3,0.15618437385811682,0.925,0.4626865671641791,0.4575645756457564,0.7124351250080759,0.597474867618762
asus,ASUS BR1100,11.6 Inches,Dark Grey,64 GB,Celeron,4.0,Windows 10 Pro,Anti Glare Coating,Integrated,,1.1 GHz,4.1,279.99,64.0,0.2,0.06642323945690025,0.7749999999999999,0.04477611940298507,0.025830258302583026,0.5020451147346044,0.3450695094817721
lenovo,Lenovo Ideapad,15.6 Inches,Gray,256 GB,Intel Core i5,12.0,Windows 11 Home,FHD Touch Screen,Integrated,,1.1 GHz,4.3,561.99,256.0,0.5,0.1507987057940438,0.825,0.16417910447761194,0.1143911439114391,0.6423347513234294,0.5133752951038351
lenovo,Lenovo Yoga 7i,16 Inches,Gray,256 GB,Intel Core i5,8.0,Windows 11 Home,Backlit Keyboard,Integrated,,1.1 GHz,4.1,682.0,256.0,0.5,0.1867061515923438,0.7749999999999999,0.1044776119402985,0.1143911439114391,0.6082129636563067,0.4724393113791345
dell,Inspiron 14 5425,14 Inches,Pebble Green,512 GB,Ryzen 7,8.0,Windows 11 Pro,Anti-glare,AMD Radeon Graphics,,1.1 GHz,4.1,542.95,512.0,0.8,0.14510186579737996,0.7749999999999999,0.1044776119402985,0.23247232472324722,0.7392459979370708,0.6296399308497207
lenovo,ThinkPad,14 Inches,Black,512 GB,Intel Core i7,16.0,Windows 10 Pro,"Fingerprint Reader, HD Audio, Spill resistant, High Definition Audio, Anti Glare Coating",Integrated,,1.1 GHz,4.2,1249.0,512.0,0.7,0.3563546956106431,0.8,0.22388059701492538,0.23247232472324722,0.6933760289893435,0.574609628199255
samsung,Galaxy Chromebook,13.3 Inches,Fiesta Red,256 GB,Intel Core i5,8.0,Chrome OS,Support Stylus,Integrated,,1.1 GHz,4.2,643.0,256.0,0.5,0.17503720412018567,0.8,0.1044776119402985,0.1143911439114391,0.6180467531507384,0.4842369302677855
acer,CB317-1H-C6RK,17.3 Inches,Silver,128 GB,Celeron,4.0,Chrome OS,Numeric Keypad,Integrated,,1.1 GHz,3.5,328.67,128.0,0.2,0.08098847953240432,0.625,0.04477611940298507,0.055350553505535055,0.4585601109999464,0.2929004548438264
dell,Inspiron 15 3530,15.6 Inches,Black,2 TB,Intel Core i7,64.0,Windows 11 Home,,Integrated,Intel Iris Xe Graphics,1.1 GHz,4.2,1000.0,2048.0,0.7,0.28185295405763333,0.8,0.9402985074626865,0.940959409594096,0.957833022120125,0.8918792646056708
lg,15Z90RT-K.ADB9U1,16 Inches,Neptune Blue,2 TB,Intel Core i7,32.0,Windows 11 Home,,Integrated,Intel Iris,1.1 GHz,4.7,1899.0,2048.0,0.7,0.5508371534799457,0.925,0.4626865671641791,0.940959409594096,0.8460137941759611,0.7577294908632661
acer,A514-56M-576D,14 Inches,Gray,512 GB,Intel Core i5,8.0,Windows 11 Home,Backlit Keyboard,Integrated,,1.1 GHz,5.0,499.99,512.0,0.5,0.13224807135112573,1.0,0.1044776119402985,0.23247232472324722,0.7043167568263217,0.587735243452481
dell,Inspiron 5620 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Intel Core i7,32.0,Windows 11 Pro,,Integrated,Intel Integrated Graphics,1.1 GHz,5.0,1020.33,1000.0,0.7,0.28793576693222245,1.0,0.4626865671641791,0.4575645756457564,0.8485848463932548,0.7608139878641047
hp,17-cn0003dx,17.3 Inches,Silver,1000 GB,Intel Core i3,32.0,Windows 11,,Integrated,Intel,1.1 GHz,4.0,619.99,1000.0,0.3,0.16815252511161236,0.75,0.4626865671641791,0.4575645756457564,0.6575414947573768,0.5316188586530441
lenovo,e15,13 Inches,Black,256 GB,8032,8.0,Windows 10 Pro,Anti-glare,Integrated,,1.1 GHz,4.5,799.0,256.0,0.0,0.22171299400881828,0.875,0.1044776119402985,0.1143911439114391,0.4562115951730119,0.290082935240033
dell,XPS 13 9315,13.4 Inches,Sky,1 TB,Intel Core i7,32.0,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,,1.1 GHz,2.8,1126.85,1024.0,0.7,0.31980695372028106,0.44999999999999996,0.4626865671641791,0.46863468634686345,0.6788711256408091,0.5572080637444103
lenovo,82XQ001GUS,15.6 Inches,Black,256 GB,Ryzen 3,8.0,Windows 11 Home,,Integrated,AMD Radeon 610M,2.4 GHz,5.0,499.0,256.0,0.4,0.13195185960760172,1.0,0.1044776119402985,0.1143911439114391,0.6516638220532552,0.5245674017803179
lenovo,Lenovo ideapad Flex 5,14 Inches,Graphite Grey,256 GB,Ryzen 5,16.0,Windows 11,Fingerprint reader,Integrated,,1.1 GHz,4.4,622.04,256.0,0.6,0.168765892863354,0.8500000000000001,0.22388059701492538,0.1143911439114391,0.6931816124170302,0.574376386209777
dell,Latitude,15.6 Inches,Black,256 GB,Intel Core i5,8.0,Windows 11 Pro,Anti-glare Screen,Integrated,Intel,1.1 GHz,5.0,748.47,256.0,0.5,0.20659422693784005,1.0,0.1044776119402985,0.1143911439114391,0.6717353485872075,0.5486472563160592
asus,ASUS ZenBook Pro Duo 15,15.6 Inches,Black,1 TB,Intel Core i7,16.0,Windows 11,Nanoedge,RTX 3070Ti,NVIDIA GeForce RTX 3070,4.7 GHz,4.4,2499.99,1024.0,0.7,0.7306556340259027,0.8500000000000001,0.22388059701492538,0.46863468634686345,0.6689401955498341,0.5452939050683983
dell,XPS 13 9320,13.4 Inches,Platinum,1 TB,Intel Core i7,16.0,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,,1.1 GHz,5.0,1305.17,1024.0,0.7,0.3731609720083642,1.0,0.22388059701492538,0.46863468634686345,0.7854391279533417,0.6850579305450015
hp,HP Notebook 15-dy1731ms,15.6 Inches,Silver,128 GB,Intel Core i3,8.0,Windows 10,Stereo Speakers,Integrated,,1.1 GHz,4.5,377.0,128.0,0.3,0.0954489982844403,0.875,0.1044776119402985,0.055350553505535055,0.5776083057570018,0.4357228359737994
lenovo,Newest Flagship Lenovo Chromebook,14 Inches,Abyss Blue,64 GB,Cortex,4.0,Chrome OS,,Integrated,Integrated ARM Mali-G52 2EE MC2 GPU,1.1 GHz,4.2,299.0,64.0,0.0,0.07211110334012401,0.8,0.04477611940298507,0.025830258302583026,0.4384075419579596,0.26872337343292024
dell,Latitude 5530,15.6 Inches,Grey,1 TB,Intel Core i5,32.0,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,1.1 GHz,5.0,939.99,1024.0,0.5,0.26389773513957665,1.0,0.4626865671641791,0.46863468634686345,0.7850529693569499,0.6845946552274462
acer,AN16-41-R5KC,16 Inches,Black,1 TB,Ryzen 9,16.0,Windows 11 Home,"Backlit Keyboard, Memory Card Slot",Dedicated,,1.1 GHz,5.0,1649.99,1024.0,1.0,0.4763324198891225,1.0,0.22388059701492538,0.46863468634686345,0.86980483837719,0.7862716589265628
asus,Zephyrus Duo,16 Inches,Black,2 TB,Ryzen 9,32.0,Windows 11 Pro,Anti Glare Coating,Dedicated,,1.1 GHz,3.5,3400.1937500000004,2048.0,1.0,1.0,0.625,0.4626865671641791,0.940959409594096,0.7711812248719502,0.6679526928539947
asus,ASUS Laptop L210,11.6 Inches,Star Black,64 GB,Celeron,4.0,Windows 11 S,,Integrated,,2.8 GHz,4.0,252.54,64.0,0.2,0.05821009565918893,0.75,0.04477611940298507,0.025830258302583026,0.4961877434941467,0.3380424083196621
hp,Pavilion X360,14 Inches,Gold,256 GB,Intel Core i5,8.0,Windows 11 Home,Fingerprint Reader,Integrated,,1.1 GHz,4.6,499.99,256.0,0.5,0.13224807135112573,0.8999999999999999,0.1044776119402985,0.1143911439114391,0.6566045797045503,0.5304948396031604
lg,16Z90Q-R.AAS8U1,16 Inches,Gray,1 TB,Intel Core i7,16.0,Windows 11 Home,,RTX2050,Intel Iris Xe Graphics,1.1 GHz,4.5,1612.99,1024.0,0.7,0.46526187997963914,0.875,0.22388059701492538,0.46863468634686345,0.7295189463590868,0.6179703656742319
samsung,Samsung Chromebook,12.2 Inches,Light Titan,32 GB,Celeron,4.0,Chrome OS,Pen,Integrated,,1.1 GHz,4.5,447.95,32.0,0.2,0.11667750657032801,0.875,0.04477611940298507,0.01107011070110701,0.5197802391716975,0.36634637728233893
lenovo,IdeaPad,15.6 Inches,Grey,1 TB,Intel Core i3,20.0,Windows 11 Home,Numeric Keypad,Integrated,,1.1 GHz,4.4,487.0,1024.0,0.3,0.12836141423155306,0.8500000000000001,0.2835820895522388,0.46863468634686345,0.6613393380161667,0.5361751395650372
lenovo,2022,13.3 Inches,Graphite Grey,1000 GB,Others,4.0,Chrome OS,Anti Glare Coating,Integrated,Intel Integrated Graphics,1.1 GHz,4.1,433.99,1000.0,0.1,0.11250062178285807,0.7749999999999999,0.04477611940298507,0.4575645756457564,0.5225897858708888,0.36971699663774565
hp,6M0Z7UA#ABA,15.6 Inches,Black,512 GB,Intel Core i5,16.0,Windows 11 Home,,Integrated,,2.4 GHz,4.3,520.0,512.0,0.5,0.13823513901568688,0.825,0.22388059701492538,0.23247232472324722,0.6744999403083347,0.5519639430853913
lg,17Z90R-K.AAB8U1,17 Inches,Black,1 TB,Intel Core i7,16.0,Windows 11 Home,Anti-glare,Integrated,,1.1 GHz,4.0,1399.99,1024.0,0.7,0.40153147455477534,0.75,0.22388059701492538,0.46863468634686345,0.7047650274440596,0.5882730346986782
dell,Latitude,15.6 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11 Pro,Information Not Available,Integrated,,1.1 GHz,5.0,1428.96,512.0,0.7,0.4101994081001195,1.0,0.22388059701492538,0.23247232472324722,0.7426070864914482,0.6336722361820655
dell,Alienware X15 R2 Laptop,15.6 Inches,Lunar Light,512 GB,Intel Core i7,16.0,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3060,1.1 GHz,5.0,1749.33,512.0,0.7,0.5060553235271787,1.0,0.22388059701492538,0.23247232472324722,0.7234359034060364,0.6106725256620962
hp,HP Pavilion x360,14 Inches,Silver,512 GB,Intel Core i5,8.0,Windows 11 Home,"Fingerprint Reader, Backlit Keyboard",Integrated,,1.1 GHz,4.2,608.0,512.0,0.5,0.16456507177337706,0.8,0.1044776119402985,0.23247232472324722,0.6378533567418714,0.5079989561662541
lg,16Z90R-A.ADB9U1,16 Inches,Black,2 TB,Intel Core i7,32.0,Windows 11 Home,Anti-glare,Dedicated,,1.1 GHz,4.1,1896.99,2048.0,0.7,0.5502357538794576,0.7749999999999999,0.4626865671641791,0.940959409594096,0.8011340740960586,0.7038871919578604
asus,TUF Gaming F15,15.6 Inches,Black,512 GB,Intel Core i5,16.0,Windows 11 Home,,Dedicated,,4.5 GHz,4.3,999.0,512.0,0.5,0.2815537502762959,0.825,0.22388059701492538,0.23247232472324722,0.6458362180562129,0.5175760124456148
asus,Vivobook,14 Inches,Grey,256 GB,Intel Core i3,8.0,Windows 11,Backlit Keyboard,Intel UHD Graphics,,1.1 GHz,4.4,357.5,256.0,0.3,0.08961452454836123,0.8500000000000001,0.1044776119402985,0.1143911439114391,0.5801312890651034,0.4387496645985391
msi,Pulse GL66,15.6 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11 Home,Anti Glare Coating,Integrated,,1.1 GHz,4.5,1465.8,512.0,0.7,0.4212220754045889,0.875,0.22388059701492538,0.23247232472324722,0.7029025530305544,0.5860386200477605
lg,16Z90RS-K.AAW7U1,16 Inches,White,1 TB,Intel Core i7,16.0,Windows 11 Home,,Integrated,,5 GHz,2.9,1799.0,1024.0,0.7,0.5209167753462068,0.475,0.22388059701492538,0.46863468634686345,0.5983879672857733,0.460652241620567
dell,Inspiron,15.6 Inches,Black,1000 GB,Intel Core i7,32.0,Windows 11,"Memory Card Slot, Numeric Keypad",Integrated,,1.1 GHz,5.0,949.99,1000.0,0.7,0.2668897729529505,1.0,0.4626865671641791,0.4575645756457564,0.8527940451891092,0.765863772918806
hp,Chromebook,14 Inches,Mineral Silver,32 GB,Celeron,4.0,Chrome OS,Stereo Speakers,Integrated,,1.1 GHz,4.5,150.0,32.0,0.2,0.027529739920853117,0.875,0.04477611940298507,0.01107011070110701,0.5376097925015925,0.38773653163332317
lg,14Z90RS-K.ADW9U1,14 Inches,Dynamic White,1 TB,Intel Core i7,32.0,Windows 11 Home,,Integrated,,5 GHz,4.2,1796.99,1024.0,0.7,0.5203153757457186,0.8,0.4626865671641791,0.46863468634686345,0.7437694412357215,0.6350667157256957
msi,Pulse 15 B13VGK-1262US,15.6 Inches,Black,1 TB,Intel Core i7,32.0,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 4070,1.1 GHz,5.0,1697.23,1024.0,0.7,0.49046680651950075,1.0,0.4626865671641791,0.46863468634686345,0.8097391550809652,0.7142107265447448
dell,Alienware m15 R5 Ryzen Edition Laptop,15.6 Inches,Dark Side of the Moon,512 GB,Ryzen 7,16.0,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3060,,1.1 GHz,4.0,1497.99,512.0,0.8,0.43085344512583945,0.75,0.22388059701492538,0.23247232472324722,0.6984762790863042,0.5807284094600111
asus,Vivobook S 14 Flip OLED,14 Inches,Blue,1 TB,Ryzen 7,16.0,Windows 11 Home,"HD Audio, Fingerprint Reader, Backlit Keyboard, Support Stylus",Integrated,,1.1 GHz,4.1,1099.99,1024.0,0.8,0.3117703401535588,0.7749999999999999,0.22388059701492538,0.46863468634686345,0.7652172543243028,0.6607977042685542
hp,HP Victus,15.6 Inches,Mica Silver,512 GB,Ryzen 5,16.0,Windows 11 Home,"144Hz Refresh Rate, Backlit Keyboard",GeForce RTX 2050,,1.1 GHz,3.4,699.0,512.0,0.6,0.19179261587507943,0.6,0.22388059701492538,0.23247232472324722,0.6312884449364562,0.5001230170319306
hp,HP,14 Inches,Ash Gray,64 GB,Celeron,4.0,Chrome OS,Numeric Keypad,Integrated,,1.1 GHz,4.1,239.0,64.0,0.2,0.0541588764598807,0.7749999999999999,0.04477611940298507,0.025830258302583026,0.5044979873340083,0.34801222613505894
microsoft,Surface Laptop 4,13.5 Inches,Black,512 GB,Intel Core i7,16.0,Windows 10 Pro,Backlit Keyboard,Integrated,Intel Iris Xe Graphics,1.1 GHz,5.0,1198.99,512.0,0.7,0.3413915145059603,1.0,0.22388059701492538,0.23247232472324722,0.7563686652102801,0.6501820324435048
lenovo,Unknown,14 Inches,Black,512 GB,Intel Core i5,16.0,Windows 11 Home,"Backlit Keyboard,Fingerprint Reader,Stylus Pen",Integrated,Intel Iris Xe Graphics,1.3 GHz,3.8,689.0,512.0,0.5,0.18880057806170553,0.7,0.22388059701492538,0.23247232472324722,0.6268868524991311,0.49484241690233316
dell,Latitude 7000,13.3 Inches,Black,512 GB,Intel Core i5,16.0,Windows 11,"Anti-reflection, Anti-smudge, Anti-glare Screen",Iris Xe Graphics,Intel Iris Xe Graphics,1.1 GHz,4.6,1680.56,512.0,0.5,0.4854790794846064,0.8999999999999999,0.22388059701492538,0.23247232472324722,0.6275511522145507,0.4956393787322358
apple,MacBook Pro,13.3 Inches,Space Gray,1000 GB,unknown,16.0,Mac OS,,Integrated,,1.1 GHz,4.7,911.0,1000.0,0.0,0.25522381751860573,0.925,0.22388059701492538,0.4575645756457564,0.5398660422461274,0.3904433594150966
